skinkey_chin_size|Taille du menton
skinkey_chin_shape|Forme du menton
skinkey_chin_forward|Proéminence du menton
skinkey_jaw_width|Largeur de la mâchoire
skinkey_lower_lip|Lèvre inférieure
skinkey_upper_lip|Lèvre suppérieure
skinkey_mouth_nose_distance|Distance bouche-nez
skinkey_mouth_width|Largeur de la bouche
skinkey_nostril_size|Taille des narines
skinkey_nose_height|Hauteur du nez
skinkey_nose_width|Largeur du nez
skinkey_nose_size|Taille du nez
skinkey_nose_shape|Forme du nez
skinkey_nose_bridge|Arrête du nez
skinkey_eye_width|Largeur des yeux
skinkey_eye_to_eye_dist|Écart entre les yeux
skinkey_eye_shape|Forme des yeux
skinkey_eye_depth|Profondeur des yeux
skinkey_eyelids|Paupières
skinkey_cheeks|Joues
skinkey_cheek_bones|Pommettes
skinkey_eyebrow_height|Hauteur des sourcils
skinkey_eyebrow_shape|Forme des sourcils
skinkey_temple_width|Largeur des tempes
skinkey_face_depth|Profondeur du visage
skinkey_face_ratio|Proportions du visage
skinkey_face_width|Largeur du visage
skinkey_post_edit|Reprendre la personnalisation
skinkey_jaw_position|Position de la mâchoire
skinkey_jaw_neck|Jaw Neck{***}
skinkey_lips_position|Position des lèvres
skinkey_eye_position|Position des yeux
skinkey_face_tall_short|Grandeur du visage
skinkey_eyebrow_position|Position des sourcils
skinkey_eyebrow_depth|Profondeur des sourcils
